Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MAKING AMERICA PROSPEROUS PAC,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,MAKING AMERICA PROSPEROUS PAC,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PORTMAN FOR SENATE COMMITTEE,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,PORTMAN FOR SENATE COMMITTEE,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,STEVE DAINES FOR MONTANA,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,STEVE DAINES FOR MONTANA,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,"BEN CARDIN FOR SENATE, INC.",2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,"BEN CARDIN FOR SENATE, INC.",2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CORY BOOKER FOR SENATE,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CORY BOOKER FOR SENATE,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,GARAMENDI FOR CONGRESS,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,GARAMENDI FOR CONGRESS,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MARTIN HEINRICH FOR SENATE,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,MARTIN HEINRICH FOR SENATE,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WYDEN FOR SENATE,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,WYDEN FOR SENATE,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,BOB CORKER FOR SENATE 2018 INC,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,BOB CORKER FOR SENATE 2018 INC,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CARLOS CURBELO CONGRESS,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CARLOS CURBELO CONGRESS,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,COLLINS FOR SENATOR,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,COLLINS FOR SENATOR,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CORY GARDNER FOR SENATE,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CORY GARDNER FOR SENATE,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF JIM BRIDENSTINE INC.,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF JIM BRIDENSTINE INC.,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,JEFF FLAKE FOR US SENATE INC,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,JEFF FLAKE FOR US SENATE INC,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,RYAN COSTELLO FOR CONGRESS,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,RYAN COSTELLO FOR CONGRESS,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,BLUMENAUER FOR CONGRESS,1000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,BLUMENAUER FOR CONGRESS,1000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF BRADY WALKINSHAW,1000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF BRADY WALKINSHAW,1000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WHITEHOUSE FOR SENATE,1000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,WHITEHOUSE FOR SENATE,1000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CARLOS CURBELO CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CARLOS CURBELO CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CULBERSON FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CULBERSON FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DEBBIE DINGELL FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,DEBBIE DINGELL FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MARTHA ROBY FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,MARTHA ROBY FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,ROBERT ADERHOLT FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,ROBERT ADERHOLT FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,ROYCE CAMPAIGN COMMITTEE,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,ROYCE CAMPAIGN COMMITTEE,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SANFORD FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,SANFORD FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,VOLUNTEERS FOR SHIMKUS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,VOLUNTEERS FOR SHIMKUS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DIANA DEGETTE FOR CONGRESS,1000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,DIANA DEGETTE FOR CONGRESS,1000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,VISCLOSKY FOR CONGRESS,1000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,VISCLOSKY FOR CONGRESS,1000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,COMSTOCK FOR CONGRESS,500,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,COMSTOCK FOR CONGRESS,500,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MIKE HONDA FOR CONGRESS,500,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,MIKE HONDA FOR CONGRESS,500,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,REED COMMITTEE; THE,500,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,REED COMMITTEE; THE,500,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SAWTOOTH POLITICAL ACTION COMMITTEE (SAWTOOTH PAC),500,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,SAWTOOTH POLITICAL ACTION COMMITTEE (SAWTOOTH PAC),500,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WALDEN FOR CONGRESS,500,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,WALDEN FOR CONGRESS,500,2018,Republican,1
Joe Ellis,Denver Broncos,NFL,GRIDIRON-PAC,10000,2016,Bipartisan,0
Joe Ellis,Denver Broncos,NFL,STAPLETON VICTORY FUND,10000,2018,Republican,0
Joe Ellis,Denver Broncos,NFL,GRIDIRON-PAC,5000,2018,Bipartisan,0
Joe Ellis,Denver Broncos,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
Joe Ellis,Denver Broncos,NFL,COLORADO REPUBLICAN COMMITTEE,2000,2016,Republican,0
Joe Gibbs,Joe Gibbs Racing,NASCAR,"PITTENGER FOR CONGRESS, LLC",5000,2018,Republican,0
Joe Gibbs,Joe Gibbs Racing,NASCAR,THE PITTENGER VICTORY FUND,5000,2018,Republican,0
Joel Glazer,Tampa Bay Buccaneers,NFL,GRIDIRON-PAC,10000,2016,Bipartisan,0
Joel Glazer,Tampa Bay Buccaneers,NFL,GRIDIRON-PAC,10000,2018,Bipartisan,0
Joel Glazer,Tampa Bay Buccaneers,NFL,HILLARY VICTORY FUND,5400,2016,Democrat,0
Joel Glazer,Tampa Bay Buccaneers,NFL,CHARLIE CRIST FOR CONGRESS,5400,2018,Democrat,0
Joel Glazer,Tampa Bay Buccaneers,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
John Fisher,Oakland Athletics,MLB,COTTON VICTORY,10400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,BOB CORKER FOR SENATE 2018 INC,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,COMSTOCK FOR CONGRESS,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,DAN CRENSHAW FOR CONGRESS,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,FRIENDS OF ANDY COLEMAN,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,HATCH ELECTION COMMITTEE INC,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,HELLER FOR SENATE,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,HURD VICTORY FUND,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,JEFF FLAKE FOR US SENATE INC,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,MIMI WALTERS VICTORY FUND,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,SASSE LEADERSHIP COMMITTEE,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,WINNING WOMEN FOR THE US SENATE,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,CARPER FOR SENATE,5400,2018,Democrat,0
John Fisher,Oakland Athletics,MLB,DIANA DEGETTE FOR CONGRESS,5400,2018,Democrat,0
John Fisher,Oakland Athletics,MLB,FEINSTEIN FOR SENATE 2024,5400,2018,Democrat,0
John Fisher,Oakland Athletics,MLB,MORE CONSERVATIVES PAC (MCPAC),5000,2018,Republican,0
John Fisher,Oakland Athletics,MLB,GAP INC. POLITICAL ACTION COMMITTEE; THE,5000,2020,Bipartisan,0
John Fisher,Oakland Athletics,MLB,BRADY FOR CONGRESS,2800,2020,Republican,0
John Fisher,Oakland Athletics,MLB,MAKING AMERICA PROSPEROUS PAC,2700,2018,Republican,0
John Fisher,Oakland Athletics,MLB,CORY BOOKER FOR SENATE,2700,2018,Democrat,0
John Fisher,Oakland Athletics,MLB,DOUG JONES FOR SENATE COMMITTEE,2700,2018,Democrat,0
John Fisher,Oakland Athletics,MLB,KENNETH SHEETS FOR CONGRESS,1000,2018,Republican,0
John Fisher,Oakland Athletics,MLB,VAN TAYLOR CAMPAIGN,1000,2018,Republican,0
John Mara,New York Giants,NFL,GRIDIRON-PAC,10000,2016,Bipartisan,0
John Mara,New York Giants,NFL,GRIDIRON-PAC,5000,2018,Bipartisan,0
John Mara,New York Giants,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
John Mara,New York Giants,NFL,HATCH ELECTION COMMITTEE INC,1000,2016,Republican,0
John Middleton,Philadelphia Phillies,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,10000,2018,Bipartisan,0
John Middleton,Philadelphia Phillies,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,5000,2020,Bipartisan,0
John Middleton,Philadelphia Phillies,MLB,BRIER FOR CONGRESS,2800,2020,Democrat,0
John Middleton,Philadelphia Phillies,MLB,CATHY MCMORRIS RODGERS FOR CONGRESS,2700,2016,Republican,0
John Middleton,Philadelphia Phillies,MLB,"KASICH FOR AMERICA, INC.",2700,2016,Republican,0
John Middleton,Philadelphia Phillies,MLB,MCMORRIS RODGERS AMERICAN DREAM PROJECT; THE,2700,2016,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,STIVERS VICTORY COMMITTEE,10400,2016,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,STIVERS FOR CONGRESS,5400,2018,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,PORTMAN VICTORY COMMITTEE,5000,2016,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,TEAM JOSH,5000,2018,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,4900,2016,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,ANTHONY GONZALEZ FOR CONGRESS,2700,2018,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,STIVERS FOR CONGRESS,1000,2020,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,TIBERI FOR CONGRESS,500,2016,Republican,0
John Rogers,Chicago Sky,WNBA,BLACK ECONOMIC ALLIANCE PAC,50000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,43400,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,DSCC,35000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,DSCC,32500,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,25000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,HILLARY ACTION FUND,20000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,HILLARY FOR AMERICA,20000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,ILLINOIS VOICES MATTER,15000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,DCCC,11000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE,10000,2016,"Bipartisan, but mostly Republican",0
John Rogers,Chicago Sky,WNBA,DCCC,10000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE,10000,2018,"Bipartisan, but mostly Republican",0
John Rogers,Chicago Sky,WNBA,DSCC,10000,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),10000,2020,"Bipartisan, but mostly Republican",0
John Rogers,Chicago Sky,WNBA,"AMY MCGRATH FOR SENATE, INC.",5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,BEATTY FOR CONGRESS,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,CHUY GARCIA FOR CONGRESS,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,CITIZENS FOR RUSH,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,CORY BOOKER FOR SENATE,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,ELISSA SLOTKIN FOR CONGRESS,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS OF DICK DURBIN COMMITTEE,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS OF RAJA FOR CONGRESS,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,HICKENLOOPER FOR COLORADO,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,KAREN BASS FOR CONGRESS,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,KENNEDY FOR MASSACHUSETTS,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,LAUREN UNDERWOOD FOR CONGRESS,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,MAYA R. CUMMINGS FOR CONGRESS,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,MICHAEL BLAKE FOR CONGRESS,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,PETERS FOR MICHIGAN,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,WARNOCK FOR GEORGIA,5600,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS OF MARK WARNER,5500,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,ANDREA ZOPP FOR US SENATE,5400,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,CATHERINE CORTEZ MASTO FOR SENATE,5400,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,CUMMINGS FOR CONGRESS CAMPAIGN COMMITTEE,5400,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS OF RAJA FOR CONGRESS,5400,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,LON JOHNSON FOR CONGRESS,5400,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,ROBIN KELLY FOR CONGRESS,5400,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,RUSS FOR WISCONSIN,5400,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,STRICKLAND FOR SENATE,5400,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS OF RAJA FOR CONGRESS,5400,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,KAINE FOR VIRGINIA,5400,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,TERRI SEWELL FOR CONGRESS,5400,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,ROBIN KELLY FOR CONGRESS,5400,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,21ST CENTURY LEADERS,5000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,ILLINOIS SENATE VICTORY,5000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,PEAKS AND PALMS SENATE VICTORY,5000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,44 FUND,5000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,FEARLESS FOR THE PEOPLE PAC,5000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,PERIMETER PAC,5000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,RUST BELT RISING PAC,5000,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,UNITE THE COUNTRY,5000,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,JAIME HARRISON FOR US SENATE,3800,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,MIKIE SHERRILL FOR CONGRESS,3700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,LAUREN UNDERWOOD FOR CONGRESS,3200,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,MCCASKILL FOR MISSOURI,3000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,PEMBERTON FOR MA,3000,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,CLAIRE RUSSO FOR CONGRESS,2800,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,DEVAL FOR ALL,2800,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,DR. AL GROSS FOR U.S. SENATE,2800,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,JACKIE GORDON FOR CONGRESS,2800,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,KAMALA HARRIS FOR THE PEOPLE,2800,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,LULU FOR TEXAS,2800,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,MIKIE SHERRILL FOR CONGRESS,2800,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,NICK COLVIN FOR CONGRESS,2800,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,SCHAKOWSKY FOR CONGRESS,2800,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,SHERMAN FOR CONGRESS,2800,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,BENNET FOR COLORADO,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,CLYDE WILLIAMS FOR CONGRESS,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,ERIC LYNN FOR CONGRESS,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,EVAN BAYH COMMITTEE,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS OF CLYDE WILLIAMS,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS OF DICK DURBIN,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,GLENN IVEY FOR CONGRESS,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,KATIE MCGINTY FOR SENATE,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,O'MALLEY FOR PRESIDENT,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,SCHAKOWSKY FOR CONGRESS,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,TAMMY FOR ILLINOIS,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,WILL JAWANDO FOR CONGRESS,2700,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,TIM SCOTT FOR SENATE,2700,2018,Republican,0
John Rogers,Chicago Sky,WNBA,ALEJANDRA CAMPOVERDI FOR CONGRESS,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,BILL FOSTER FOR CONGRESS,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,COMMITTEE TO ELECT DAN KOH,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,DOUG JONES FOR SENATE COMMITTEE,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,ELISSA SLOTKIN FOR CONGRESS,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS OF DICK DURBIN COMMITTEE,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,HEIDI JOE VICTORY FUND,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,KAREN BASS FOR CONGRESS,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,KIND FOR CONGRESS COMMITTEE,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,LISA BLUNT ROCHESTER FOR CONGRESS,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,MANCHIN FOR WEST VIRGINIA,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,MENENDEZ FOR SENATE,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,MONTANA NORTH DAKOTA VICTORY FUND,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,ROBIN KELLY FOR CONGRESS,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,RUFUS GIFFORD FOR CONGRESS,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,TOM O'HALLERAN FOR CONGRESS,2700,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS FOR HARRY REID,2600,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS OF SCHUMER,2600,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,BETO FOR TEXAS,2500,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,CONGRESSIONAL BLACK CAUCUS PAC,2500,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,2500,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS FOR GREGORY MEEKS,2500,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,DONNELLY FOR INDIANA,2350,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,TERRI BONOFF FOR CONGRESS,2000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,BOB CASEY FOR SENATE INC,2000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,DONNA SHALALA FOR CONGRESS,2000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,HALEY STEVENS FOR CONGRESS,2000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,JOSH HARDER FOR CONGRESS,2000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,QUIGLEY FOR CONGRESS,1500,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,DELBENE FOR CONGRESS,1500,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,DOUG JONES FOR SENATE COMMITTEE,1500,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,MAGGIE FOR NH,1500,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,MCCAFFITY FOR CONGRESS,1500,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,MIKE THOMPSON FOR CONGRESS,1500,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,STEPHANIE MURPHY FOR CONGRESS,1500,2020,Democrat,0
John Rogers,Chicago Sky,WNBA,BARON HILL FOR INDIANA,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,BEATTY FOR CONGRESS,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,BOB CASEY FOR SENATE INC,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,DR. RAUL RUIZ FOR CONGRESS,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,HEIDI FOR SENATE,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,HIMES FOR CONGRESS,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,JOHN LEWIS FOR CONGRESS,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,KAINE FOR VIRGINIA,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,KYRSTEN SINEMA FOR CONGRESS,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,MONTANANS FOR TESTER,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,QUIGLEY FOR CONGRESS,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,RO FOR CONGRESS INC.,1000,2016,Democrat,0
John Rogers,Chicago Sky,WNBA,ARIZONA NEVADA VICTORY FUND,1000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,CASTEN FOR CONGRESS,1000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,CHRIS COONS FOR DELAWARE,1000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,COLIN ALLRED FOR CONGRESS,1000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS OF CHERI BUSTOS,1000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,FRIENDS OF RD,1000,2018,Democrat,0
John Rogers,Chicago Sky,WNBA,GILLIBRAND FOR SENATE,1000,2018,Democrat,0
